table_name,code,code_system,display,row_count,distinct_patient_count
condition,65710008,http://snomed.info/sct,Acute respiratory failure (disorder),54,54
encounter,308251003,http://snomed.info/sct,Admission to clinical oncology department (procedure),54,54
procedure,367494004,http://snomed.info/sct,Premature birth of newborn (finding),52,52
allergy,10831,http://www.nlm.nih.gov/research/umls/rxnorm,Sulfamethoxazole / Trimethoprim,52,52
condition,K05.313,http://hl7.org/fhir/sid/icd-10,"Chronic periodontitis, localized, severe",54,52
encounter,453131000124105,http://snomed.info/sct,Videotelephony encounter (procedure),51,47
encounter,79094001,http://snomed.info/sct,Initial psychiatric interview with mental status and evaluation (procedure),48,47
procedure,122548005,http://snomed.info/sct,Biopsy of breast (procedure),47,47
observation,85319-2,http://loinc.org,HER2 [Presence] in Breast cancer specimen by Immune stain,47,47
encounter,223484005,http://snomed.info/sct,Discussion about treatment (procedure),47,47
medication_request,617312,http://www.nlm.nih.gov/research/umls/rxnorm,atorvastatin 10 MG Oral Tablet,47,47
observation,85318-4,http://loinc.org,ERBB2 gene duplication [Presence] in Breast cancer specimen by FISH,47,47
condition,C32.1,http://hl7.org/fhir/sid/icd-10,Malignant neoplasm of supraglottis,47,46
encounter,305411003,http://snomed.info/sct,Admission to thoracic surgery department (procedure),46,46
condition,67782005,http://snomed.info/sct,Acute respiratory distress syndrome (disorder),45,45
observation,59557-9,http://loinc.org,Treatment status Cancer,45,45
procedure,26604007,http://snomed.info/sct,Complete blood count (procedure),46,44
procedure,763228001,http://snomed.info/sct,Assessment using Canadian Study of Health and Aging Clinical Frailty Scale (procedure),44,44
medication_request,979480,http://www.nlm.nih.gov/research/umls/rxnorm,losartan potassium 100 MG Oral Tablet,43,43
condition,K05.32,http://hl7.org/fhir/sid/icd-10,"Chronic periodontitis, generalized",43,42
observation,44667-4,http://loinc.org,Site of distant metastasis in Breast tumor,40,40
procedure,D5899,http://www.ada.org/cdt,"unspecified removable prosthodontic procedure, by report",41,38
medication_request,749785,http://www.nlm.nih.gov/research/umls/rxnorm,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],61,38
condition,D16.5,http://hl7.org/fhir/sid/icd-10,Benign neoplasm of lower jaw bone,38,37
condition,262574004,http://snomed.info/sct,Bullet wound (disorder),37,37
condition,94503003,http://snomed.info/sct,Metastatic malignant neoplasm to prostate (disorder),37,37
medication_request,197381,http://www.nlm.nih.gov/research/umls/rxnorm,atenolol 50 MG Oral Tablet,36,36
procedure,D8080,http://www.ada.org/cdt,comprehensive orthodontic treatment of the adolescent dentition,39,36
condition,427419006,http://snomed.info/sct,Transformed migraine (disorder),35,35
condition,K05.311,http://hl7.org/fhir/sid/icd-10,"Chronic periodontitis, localized, slight",34,34
condition,27942005,http://snomed.info/sct,Shock (disorder),33,33
condition,K04.5,http://hl7.org/fhir/sid/icd-10,Chronic apical periodontitis,33,33
condition,54711002,http://snomed.info/sct,Gingival enlargement,33,33
medication_request,866436,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet,32,32
procedure,367336001,http://snomed.info/sct,Chemotherapy (procedure),289,32
medication_request,896001,http://www.nlm.nih.gov/research/umls/rxnorm,120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent],1192,31
medication_request,197380,http://www.nlm.nih.gov/research/umls/rxnorm,atenolol 25 MG Oral Tablet,31,31
condition,1085981000119109,http://snomed.info/sct,Dental caries on smooth surface limited to enamel,30,30
condition,K13.21,http://hl7.org/fhir/sid/icd-10,"Leukoplakia of oral mucosa, including tongue",31,30
condition,K04.8,http://hl7.org/fhir/sid/icd-10,Radicular cyst,28,28
procedure,D7241,http://www.ada.org/cdt,removal of impacted tooth  completely bony with unusual surgical complications,28,28
allergy,25037,http://www.nlm.nih.gov/research/umls/rxnorm,cefdinir,28,28
observation,285285000,http://snomed.info/sct,Cobb angle (observable entity),27,27
medication_request,312938,http://www.nlm.nih.gov/research/umls/rxnorm,Sertraline 100 MG Oral Tablet,33,27
medication_request,259255,http://www.nlm.nih.gov/research/umls/rxnorm,atorvastatin 80 MG Oral Tablet,27,27
procedure,D2932,http://www.ada.org/cdt,prefabricated resin crown,29,27
condition,M26.60,http://hl7.org/fhir/sid/icd-10,"Temporomandibular joint disorder, unspecified",25,25
medication_request,1648756,http://www.nlm.nih.gov/research/umls/rxnorm,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG [Macrobid]",25,25
encounter,386395000,http://snomed.info/sct,Preoperative coordination (regime/therapy),25,25
procedure,304532001,http://snomed.info/sct,Treatment failure risk education (procedure),25,25
observation,70006-2,http://loinc.org,Medication management note,24,24
condition,109747007,http://snomed.info/sct,Cracked tooth,23,23
medication_request,866427,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,23,23
procedure,D9997,http://www.ada.org/cdt,dental case management - patients with special health care needs,23,23
procedure,D4260,http://www.ada.org/cdt,osseous surgery (including elevation of a full thickness flap and closure) - four or more contiguous teeth or tooth bounded spaces per quadrant,24,23
condition,C14.0,http://hl7.org/fhir/sid/icd-10,"Malignant neoplasm of pharynx, unspecified",22,22
condition,239720000,http://snomed.info/sct,Tear of meniscus of knee (disorder),21,21
condition,267253006,http://snomed.info/sct,Fetus with chromosomal abnormality (disorder),21,21
procedure,180207008,http://snomed.info/sct,Intravenous blood transfusion of packed cells (procedure),21,21
condition,K13.2,http://hl7.org/fhir/sid/icd-10,"Leukoplakia and other disturbances of oral epithelium, including tongue",20,20
condition,K08.20,http://hl7.org/fhir/sid/icd-10,Unspecified atrophy of edentulous alveolar ridge,20,20
encounter,47505003,http://snomed.info/sct,Posttraumatic stress disorder (disorder),42,19
medication_request,617296,http://www.nlm.nih.gov/research/umls/rxnorm,amoxicillin 500 MG / clavulanate 125 MG Oral Tablet,20,19
condition,D10.39,http://hl7.org/fhir/sid/icd-10,Benign neoplasm of other parts of mouth,18,18
procedure,D2940,http://www.ada.org/cdt,protective restoration,17,17
condition,95417003,http://snomed.info/sct,Primary fibromyalgia syndrome (disorder),16,16
condition,263172003,http://snomed.info/sct,Fracture of mandible (disorder),16,16
medication_request,997223,http://www.nlm.nih.gov/research/umls/rxnorm,Donepezil hydrochloride 10 MG Oral Tablet,16,16
medication_request,351266,http://www.nlm.nih.gov/research/umls/rxnorm,buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,343,16
medication_request,1359133,http://www.nlm.nih.gov/research/umls/rxnorm,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Estrostep Fe 28 Day],19,16
medication_request,1100184,http://www.nlm.nih.gov/research/umls/rxnorm,Donepezil hydrochloride 23 MG Oral Tablet,16,16
procedure,D0383,http://www.ada.org/cdt,cone beam CT image capture with field of view of both jaws with or without cranium,16,16
procedure,24832002,http://snomed.info/sct,Closed reduction of mandibular fracture (procedure),16,16
condition,C05.1,http://hl7.org/fhir/sid/icd-10,Malignant neoplasm of soft palate,15,14
condition,D16.4,http://hl7.org/fhir/sid/icd-10,Benign neoplasm of bones of skull and face,14,14
medication_request,904475,http://www.nlm.nih.gov/research/umls/rxnorm,pravastatin sodium 40 MG Oral Tablet,10,10
