table_name,code,code_system,display,row_count,distinct_patient_count
medication_request,309309,http://www.nlm.nih.gov/research/umls/rxnorm,ciprofloxacin 500 MG Oral Tablet,653,580
procedure,D2332,http://www.ada.org/cdt,"resin-based composite - three surfaces, anterior",631,576
condition,284551006,http://snomed.info/sct,Laceration of foot (disorder),574,568
condition,233604007,http://snomed.info/sct,Pneumonia (disorder),567,566
condition,401303003,http://snomed.info/sct,Acute ST segment elevation myocardial infarction (disorder),564,564
procedure,D2150,http://www.ada.org/cdt,amalgam  two surfaces primary or permanent,648,561
procedure,392091000,http://snomed.info/sct,Care regimes assessment (procedure),670,561
observation,79818-1,http://loinc.org,Study observation Right retina by OCT,9447,560
procedure,700070005,http://snomed.info/sct,Optical coherence tomography of retina (procedure),9447,560
observation,79819-9,http://loinc.org,Study observation Left retina by OCT,9447,560
diagnostic_report,87674-8,http://loinc.org,Optical coherence tomography study,9447,560
condition,K08.9,http://hl7.org/fhir/sid/icd-10,"Disorder of teeth and supporting structures, unspecified",591,560
condition,126906006,http://snomed.info/sct,Neoplasm of prostate (disorder),556,556
procedure,D2140,http://www.ada.org/cdt,amalgam  one surface primary or permanent,661,553
procedure,D7230,http://www.ada.org/cdt,removal of impacted tooth  partially bony,592,553
procedure,18946005,http://snomed.info/sct,Epidural anesthesia (procedure),627,551
condition,46177005,http://snomed.info/sct,End-stage renal disease (disorder),549,549
medication_request,665078,http://www.nlm.nih.gov/research/umls/rxnorm,Loratadine 5 MG Chewable Tablet,548,548
condition,283371005,http://snomed.info/sct,Laceration of forearm (disorder),557,547
observation,80383-3,http://loinc.org,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,542,542
diagnostic_report,80381-7,http://loinc.org,Influenza virus A and B Ag panel - Upper respiratory specimen by Rapid immunoassay,542,542
observation,80382-5,http://loinc.org,Influenza virus A Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,542,542
condition,443165006,http://snomed.info/sct,Osteoporotic fracture of bone (disorder),665,541
condition,84229001,http://snomed.info/sct,Fatigue (finding),535,535
procedure,46706006,http://snomed.info/sct,Replacement of contraceptive intrauterine device (procedure),776,534
medication_request,200033,http://www.nlm.nih.gov/research/umls/rxnorm,carvedilol 25 MG Oral Tablet,4221,531
observation,2857-1,http://loinc.org,Prostate specific Ag [Mass/volume] in Serum or Plasma,2895,530
observation,32465-7,http://loinc.org,Physical findings of Prostate,2895,530
procedure,410006001,http://snomed.info/sct,Digital examination of rectum (procedure),2896,530
procedure,8290005,http://snomed.info/sct,Induced cardioplegia (procedure),530,529
procedure,63697000,http://snomed.info/sct,Cardiopulmonary bypass operation (procedure),530,529
procedure,42825003,http://snomed.info/sct,Cannulation (procedure),530,529
procedure,301882004,http://snomed.info/sct,Placement of aortic cross clamp (procedure),530,529
procedure,301884003,http://snomed.info/sct,Removal of aortic cross clamp (procedure),530,529
procedure,233553003,http://snomed.info/sct,Vascular cannula removal (procedure),530,529
procedure,225338004,http://snomed.info/sct,Risk assessment (procedure),529,528
procedure,384700001,http://snomed.info/sct,Injection of tetanus antitoxin (procedure),532,526
immunization,212,http://hl7.org/fhir/sid/cvx,"COVID-19 vaccine, vector-nr, rS-Ad26, PF, 0.5 mL",521,521
condition,284549007,http://snomed.info/sct,Laceration of hand (disorder),528,517
condition,92691004,http://snomed.info/sct,Carcinoma in situ of prostate (disorder),508,508
medication_request,314077,http://www.nlm.nih.gov/research/umls/rxnorm,lisinopril 20 MG Oral Tablet,3279,499
procedure,D2335,http://www.ada.org/cdt,resin-based composite - four or more surfaces or involving incisal angle (anterior),545,498
condition,370247008,http://snomed.info/sct,Facial laceration (disorder),503,498
allergy,111088007,http://snomed.info/sct,Latex (substance),497,497
condition,105995000,http://snomed.info/sct,Disorder of teeth AND/OR supporting structures,501,495
condition,203646004,http://snomed.info/sct,Adolescent idiopathic scoliosis (disorder),492,492
condition,K03.81,http://hl7.org/fhir/sid/icd-10,Cracked tooth,511,490
encounter,371883000,http://snomed.info/sct,Outpatient procedure (procedure),18698,489
procedure,D7953,http://www.ada.org/cdt,bone replacement graft for ridge preservation  per site,575,489
procedure,232717009,http://snomed.info/sct,Coronary artery bypass grafting (procedure),487,486
procedure,31208007,http://snomed.info/sct,Medical induction of labor (procedure),544,485
medication_request,979492,http://www.nlm.nih.gov/research/umls/rxnorm,losartan potassium 50 MG Oral Tablet,3428,484
medication_request,106258,http://www.nlm.nih.gov/research/umls/rxnorm,Hydrocortisone 10 MG/ML Topical Cream,529,483
procedure,D3220,http://www.ada.org/cdt,therapeutic pulpotomy (excluding final restoration) - removal of pulp coronal to the dentinocemental junction and application of medicament,549,483
medication_request,1599803,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR Donepezil hydrochloride 10 MG / Memantine hydrochloride 28 MG Extended Release Oral Capsule,481,481
procedure,D9220,http://www.ada.org/cdt,D9220,501,479
condition,283385000,http://snomed.info/sct,Laceration of thigh (disorder),484,477
allergy,288328004,http://snomed.info/sct,Bee venom (substance),477,477
procedure,D7270,http://www.ada.org/cdt,tooth re-implantation and/or stabilization of accidentally evulsed or displaced tooth,838,476
medication_request,1367439,http://www.nlm.nih.gov/research/umls/rxnorm,21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing],515,474
medication_request,997488,http://www.nlm.nih.gov/research/umls/rxnorm,Fexofenadine hydrochloride 30 MG Oral Tablet,471,471
procedure,D7288,http://www.ada.org/cdt,brush biopsy  transepithelial sample collection,841,468
procedure,180256009,http://snomed.info/sct,Subcutaneous immunotherapy (procedure),18669,467
allergy,762952008,http://snomed.info/sct,Peanut (substance),463,463
condition,254837009,http://snomed.info/sct,Malignant neoplasm of breast (disorder),461,461
allergy,412071004,http://snomed.info/sct,Wheat (substance),457,457
procedure,D1703,http://www.ada.org/cdt,Moderna Covid-19 vaccine administration - first dose,485,452
medication_request,308182,http://www.nlm.nih.gov/research/umls/rxnorm,Amoxicillin 250 MG Oral Capsule,456,450
condition,707251008,http://snomed.info/sct,Generalised chronic periodontitis,452,448
condition,248595008,http://snomed.info/sct,Sputum finding (finding),447,447
procedure,D9221,http://www.ada.org/cdt,D9221,466,447
condition,201834006,http://snomed.info/sct,"Localized, primary osteoarthritis of the hand (disorder)",445,445
procedure,25656009,http://snomed.info/sct,"Physical examination, complete (procedure)",4919,444
condition,K02.63,http://hl7.org/fhir/sid/icd-10,Dental caries on smooth surface penetrating into pulp,459,441
encounter,185317003,http://snomed.info/sct,Telephone encounter (procedure),1186,440
encounter,183478001,http://snomed.info/sct,Emergency hospital admission for asthma (procedure),654,436
condition,233678006,http://snomed.info/sct,Childhood asthma (disorder),435,435
encounter,410410006,http://snomed.info/sct,Screening surveillance (regime/therapy),3588,433
procedure,71651007,http://snomed.info/sct,Mammography (procedure),3588,433
procedure,385781007,http://snomed.info/sct,Home health aide service (regime/therapy),844,429
observation,2106-3,http://loinc.org,Choriogonadotropin [Presence] in Urine,455,429
procedure,D9222,http://www.ada.org/cdt,deep sedation/general anesthesia - first 15 minutes,496,425
allergy,735971005,http://snomed.info/sct,Fish (substance),424,424
condition,239872002,http://snomed.info/sct,Osteoarthritis of hip (disorder),424,424
encounter,185389009,http://snomed.info/sct,Follow-up visit (procedure),1197,424
medication_request,630208,http://www.nlm.nih.gov/research/umls/rxnorm,albuterol 0.83 MG/ML Inhalation Solution,8493,424
observation,751-8,http://loinc.org,"Neutrophils [#/volume] in Blood by Automated count",4130,421
allergy,102263004,http://snomed.info/sct,Eggs (edible) (substance),421,421
observation,38208-5,http://loinc.org,Pain severity - Reported,3978,417
observation,706-2,http://loinc.org,Basophils/Leukocytes in Blood by Automated count,4124,415
observation,731-0,http://loinc.org,"Lymphocytes [#/volume] in Blood by Automated count",4124,415
observation,5905-5,http://loinc.org,Monocytes/Leukocytes in Blood by Automated count,4124,415
observation,704-7,http://loinc.org,"Basophils [#/volume] in Blood by Automated count",4124,415
observation,711-2,http://loinc.org,"Eosinophils [#/volume] in Blood by Automated count",4124,415
observation,742-7,http://loinc.org,"Monocytes [#/volume] in Blood by Automated count",4124,415
observation,736-9,http://loinc.org,Lymphocytes/Leukocytes in Blood by Automated count,4124,415
observation,770-8,http://loinc.org,Neutrophils/Leukocytes in Blood by Automated count,4124,415
diagnostic_report,57023-4,http://loinc.org,Auto Differential panel - Blood,4124,415
observation,713-8,http://loinc.org,Eosinophils/Leukocytes in Blood by Automated count,4124,415
encounter,183495009,http://snomed.info/sct,Non-urgent orthopedic admission (procedure),431,413
condition,125601008,http://snomed.info/sct,Injury of knee (disorder),421,410
procedure,D2740,http://www.ada.org/cdt,crown  porcelain/ceramic,447,410
medication_request,1049630,http://www.nlm.nih.gov/research/umls/rxnorm,diphenhydrAMINE Hydrochloride 25 MG Oral Tablet,409,409
procedure,65575008,http://snomed.info/sct,Biopsy of prostate (procedure),513,407
observation,46288-7,http://loinc.org,US Guidance for biopsy of Prostate,513,407
condition,315268008,http://snomed.info/sct,Suspected prostate cancer (situation),513,407
medication_request,245134,http://www.nlm.nih.gov/research/umls/rxnorm,72 HR Fentanyl 0.025 MG/HR Transdermal System,9519,404
condition,156073000,http://snomed.info/sct,Complete miscarriage (disorder),456,404
procedure,D9243,http://www.ada.org/cdt,intravenous moderate (conscious) sedation/analgesia - each subsequent 15 minute increment,445,402
allergy,442571000124108,http://snomed.info/sct,Tree nut (substance),401,401
procedure,D0803,http://www.ada.org/cdt,3D facial surface scan - direct,430,401
procedure,1290407002,http://snomed.info/sct,Plain X-ray of knee region (procedure),409,398
allergy,3718001,http://snomed.info/sct,Cow's milk (substance),393,393
condition,M27.2,http://hl7.org/fhir/sid/icd-10,Inflammatory conditions of jaws,400,390
condition,K12.2,http://hl7.org/fhir/sid/icd-10,Cellulitis and abscess of mouth,399,389
medication_request,855332,http://www.nlm.nih.gov/research/umls/rxnorm,Warfarin Sodium 5 MG Oral Tablet,10568,388
procedure,D6010,http://www.ada.org/cdt,surgical placement of implant body endosteal implant,590,384
condition,403190006,http://snomed.info/sct,Epidermal burn of skin (disorder),383,380
procedure,D7285,http://www.ada.org/cdt,"incisional biopsy of oral tissue-hard (bone, tooth)",568,379
procedure,15081005,http://snomed.info/sct,Pulmonary rehabilitation (regime/therapy),5726,376
procedure,D0701,http://www.ada.org/cdt,panoramic radiographic image - image capture only,384,372
procedure,43075005,http://snomed.info/sct,Partial resection of colon (procedure),372,372
condition,84757009,http://snomed.info/sct,Epilepsy (disorder),371,371
condition,203082005,http://snomed.info/sct,Fibromyalgia (disorder),362,362
procedure,D7311,http://www.ada.org/cdt,alveoloplasty in conjunction with extractions  one to three teeth or tooth spaces per quadrant,458,361
allergy,29046,http://www.nlm.nih.gov/research/umls/rxnorm,Lisinopril,355,355
condition,87433001,http://snomed.info/sct,Pulmonary emphysema (disorder),354,354
encounter,448337001,http://snomed.info/sct,Telemedicine consultation with patient (procedure),24470,353
condition,24079001,http://snomed.info/sct,Atopic dermatitis (disorder),353,353
condition,K05.10,http://hl7.org/fhir/sid/icd-10,"Chronic gingivitis, plaque induced",362,347
procedure,229064008,http://snomed.info/sct,Movement therapy (regime/therapy),3410,346
condition,K08.8,http://hl7.org/fhir/sid/icd-10,Other specified disorders of teeth and supporting structures,357,345
condition,K08.0,http://hl7.org/fhir/sid/icd-10,Exfoliation of teeth due to systemic causes,358,344
medication_request,1648755,http://www.nlm.nih.gov/research/umls/rxnorm,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule",385,340
medication_request,1860491,http://www.nlm.nih.gov/research/umls/rxnorm,12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,7805,339
procedure,51116004,http://snomed.info/sct,Passive immunization (procedure),1238,336
procedure,11466000,http://snomed.info/sct,Cesarean section (procedure),364,336
medication_request,198335,http://www.nlm.nih.gov/research/umls/rxnorm,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,368,336
medication_request,1049504,http://www.nlm.nih.gov/research/umls/rxnorm,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],8029,334
medication_request,1014676,http://www.nlm.nih.gov/research/umls/rxnorm,cetirizine hydrochloride 5 MG Oral Tablet,331,331
condition,32911000,http://snomed.info/sct,Homeless (finding),341,329
condition,Z01.20,http://hl7.org/fhir/sid/icd-10,Encounter for dental examination and cleaning without abnormal findings,341,328
medication_request,835603,http://www.nlm.nih.gov/research/umls/rxnorm,tramadol hydrochloride 50 MG Oral Tablet,7807,324
condition,K01.1,http://hl7.org/fhir/sid/icd-10,Impacted teeth,333,323
procedure,418891003,http://snomed.info/sct,Computed tomography of chest and abdomen (procedure),321,321
procedure,698354004,http://snomed.info/sct,Magnetic resonance imaging for measurement of brain volume (procedure),321,321
condition,162573006,http://snomed.info/sct,Suspected lung cancer (situation),321,321
condition,1085961000119100,http://snomed.info/sct,Dental caries on pit and fissure surface penetrating into dentin,317,315
condition,1085991000119107,http://snomed.info/sct,Dental caries on smooth surface penetrating into dentin,321,315
procedure,D1702,http://www.ada.org/cdt,Pfizer-BioNTech Covid-19 vaccine administration - second dose,327,314
condition,1086001000119108,http://snomed.info/sct,Dental caries on smooth surface penetrating into pulp,316,313
condition,185086009,http://snomed.info/sct,Chronic obstructive bronchitis (disorder),312,312
procedure,D1705,http://www.ada.org/cdt,AstraZeneca Covid-19 vaccine administration - first dose,328,309
procedure,306206005,http://snomed.info/sct,Referral to service (procedure),309,308
procedure,D0180,http://www.ada.org/cdt,comprehensive periodontal evaluation  new or established patient,315,308
condition,359817006,http://snomed.info/sct,Closed fracture of hip (disorder),312,307
procedure,D0190,http://www.ada.org/cdt,screening of a patient,318,306
procedure,699253003,http://snomed.info/sct,Surgical manipulation of joint of knee (procedure),310,304
procedure,418824004,http://snomed.info/sct,Off-pump coronary artery bypass (procedure),303,303
condition,446096008,http://snomed.info/sct,Perennial allergic rhinitis (disorder),302,302
condition,73430006,http://snomed.info/sct,Sleep apnea (disorder),302,302
procedure,D0240,http://www.ada.org/cdt,intraoral  occlusal radiographic image,306,300
procedure,313191000,http://snomed.info/sct,Injection of epinephrine (procedure),325,299
condition,241929008,http://snomed.info/sct,Acute allergic reaction (disorder),325,299
procedure,713021002,http://snomed.info/sct,Plain X-ray of pelvis (procedure),302,297
condition,33737001,http://snomed.info/sct,Fracture of rib (disorder),298,295
medication_request,197604,http://www.nlm.nih.gov/research/umls/rxnorm,Digoxin 0.125 MG Oral Tablet,9814,290
condition,49436004,http://snomed.info/sct,Atrial fibrillation (disorder),290,290
procedure,54550000,http://snomed.info/sct,Electroencephalogram (procedure),467,290
encounter,4525004,http://snomed.info/sct,Emergency department patient visit (procedure),289,289
condition,K05.30,http://hl7.org/fhir/sid/icd-10,"Chronic periodontitis, unspecified",298,288
medication_request,197454,http://www.nlm.nih.gov/research/umls/rxnorm,cephalexin 500 MG Oral Tablet,301,287
medication_request,897685,http://www.nlm.nih.gov/research/umls/rxnorm,verapamil hydrochloride 80 MG Oral Tablet [Calan],9492,286
condition,232353008,http://snomed.info/sct,Perennial allergic rhinitis with seasonal variation (disorder),286,286
allergy,7984,http://www.nlm.nih.gov/research/umls/rxnorm,Penicillin V,284,284
condition,183996000,http://snomed.info/sct,Sterilization requested (situation),284,284
procedure,D4355,http://www.ada.org/cdt,full mouth debridement to enable a comprehensive periodontal evaluation and diagnosis on a subsequent visit,286,282
condition,254637007,http://snomed.info/sct,Non-small cell lung cancer (disorder),281,281
condition,424132000,http://snomed.info/sct,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",281,281
medication_request,996740,http://www.nlm.nih.gov/research/umls/rxnorm,Memantine hydrochloride 2 MG/ML Oral Solution,280,280
procedure,76746007,http://snomed.info/sct,Cardiovascular stress testing (procedure),280,280
procedure,D7220,http://www.ada.org/cdt,removal of impacted tooth  soft tissue,291,279
procedure,D4999,http://www.ada.org/cdt,unspecified periodontal procedure by report,284,278
medication_request,895996,http://www.nlm.nih.gov/research/umls/rxnorm,120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],5172,276
condition,K09.0,http://hl7.org/fhir/sid/icd-10,Developmental odontogenic cysts,284,276
condition,403191005,http://snomed.info/sct,Partial thickness burn (disorder),276,275
condition,C01,http://hl7.org/fhir/sid/icd-10,Malignant neoplasm of base of tongue,280,274
condition,K08.3,http://hl7.org/fhir/sid/icd-10,Retained dental root,279,271
condition,267036007,http://snomed.info/sct,Dyspnea (finding),270,270
medication_request,1804799,http://www.nlm.nih.gov/research/umls/rxnorm,Alteplase 100 MG Injection,270,270
procedure,D1310,http://www.ada.org/cdt,nutritional counseling for control of dental disease,279,270
condition,56018004,http://snomed.info/sct,Wheezing (finding),270,270
procedure,169673001,http://snomed.info/sct,Antenatal RhD antibody screening (procedure),483,270
procedure,35025007,http://snomed.info/sct,Manual pelvic examination (procedure),2227,269
procedure,D2160,http://www.ada.org/cdt,amalgam  three surfaces primary or permanent,288,269
encounter,310061009,http://snomed.info/sct,Gynecology service (qualifier value),2229,269
condition,62564004,http://snomed.info/sct,Concussion with loss of consciousness (disorder),269,266
condition,1231000119100,http://snomed.info/sct,History of aortic valve replacement (situation),265,265
procedure,D4342,http://www.ada.org/cdt,periodontal scaling and root planing  one to three teeth per quadrant,277,265
encounter,170838006,http://snomed.info/sct,Allergic disorder follow-up assessment (regime/therapy),260,260
encounter,86013001,http://snomed.info/sct,Periodic reevaluation and management of healthy individual (procedure),257,257
condition,192127007,http://snomed.info/sct,Child attention deficit disorder (disorder),257,257
procedure,237001001,http://snomed.info/sct,Augmentation of labor (procedure),269,256
condition,389087006,http://snomed.info/sct,Hypoxemia (disorder),252,252
condition,271825005,http://snomed.info/sct,Respiratory distress (finding),252,252
observation,48065-7,http://loinc.org,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,1995,252
observation,2157-6,http://loinc.org,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,1995,252
observation,14804-9,http://loinc.org,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,1995,252
encounter,1505002,http://snomed.info/sct,Hospital admission for isolation (procedure),252,252
medication_request,993770,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,5625,252
condition,60573004,http://snomed.info/sct,Aortic valve stenosis (disorder),252,252
observation,33959-8,http://loinc.org,Procalcitonin [Mass/volume] in Serum or Plasma,1995,252
observation,1988-5,http://loinc.org,C reactive protein [Mass/volume] in Serum or Plasma,1995,252
procedure,171231001,http://snomed.info/sct,Asthma screening (procedure),251,251
procedure,D5110,http://www.ada.org/cdt,complete denture  maxillary,298,250
medication_request,1534809,http://www.nlm.nih.gov/research/umls/rxnorm,168 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System,269,248
condition,307731004,http://snomed.info/sct,Injury of tendon of the rotator cuff of shoulder (disorder),250,246
medication_request,477045,http://www.nlm.nih.gov/research/umls/rxnorm,Chlorpheniramine Maleate 2 MG/ML Oral Solution,246,246
medication_request,617311,http://www.nlm.nih.gov/research/umls/rxnorm,atorvastatin 40 MG Oral Tablet,245,245
procedure,90470006,http://snomed.info/sct,Prostatectomy (procedure),244,244
encounter,210098006,http://snomed.info/sct,Domiciliary or rest home patient evaluation and management (procedure),957,240
observation,63513-6,http://loinc.org,Are you covered by health insurance or some other kind of health care plan [PhenX],956,239
observation,55277-8,http://loinc.org,HIV status,956,239
observation,28245-9,http://loinc.org,Abuse Status [OMAHA],956,239
procedure,D9610,http://www.ada.org/cdt,therapeutic parenteral drug single administration,253,239
observation,71802-3,http://loinc.org,Housing status,956,239
observation,46240-8,http://loinc.org,History of Hospitalizations+Outpatient visits Narrative,956,239
observation,76690-7,http://loinc.org,Sexual orientation,956,239
procedure,311791003,http://snomed.info/sct,Information gathering (procedure),956,239
condition,398254007,http://snomed.info/sct,Pre-eclampsia (disorder),253,235
procedure,268533009,http://snomed.info/sct,Sterilization education (procedure),234,234
procedure,D2394,http://www.ada.org/cdt,"resin-based composite - four or more surfaces, posterior",245,234
procedure,D9110,http://www.ada.org/cdt,palliative treatment of dental pain  per visit,243,233
procedure,183444007,http://snomed.info/sct,Referral for further care (procedure),251,233
procedure,D3310,http://www.ada.org/cdt,endodontic therapy anterior tooth excluding final restoration,245,233
condition,198992004,http://snomed.info/sct,Eclampsia in pregnancy (disorder),241,232
procedure,287664005,http://snomed.info/sct,Ligation of bilateral fallopian tubes (procedure),231,231
procedure,D0801,http://www.ada.org/cdt,3D dental surface scan - direct,239,231
medication_request,198031,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR nicotine 0.292 MG/HR Transdermal System,229,229
procedure,D2950,http://www.ada.org/cdt,core buildup including any pins when required,246,229
condition,5602001,http://snomed.info/sct,Opioid abuse,228,228
condition,449868002,http://snomed.info/sct,Smokes tobacco daily (finding),226,226
medication_request,1860154,http://www.nlm.nih.gov/research/umls/rxnorm,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,1186,226
procedure,D3330,http://www.ada.org/cdt,endodontic therapy molar tooth excluding final restoration,230,222
condition,K08.409,http://hl7.org/fhir/sid/icd-10,"Partial loss of teeth, unspecified cause, unspecified class",230,222
condition,K05.312,http://hl7.org/fhir/sid/icd-10,"Chronic periodontitis, localized, moderate",226,222
medication_request,197591,http://www.nlm.nih.gov/research/umls/rxnorm,Diazepam 5 MG Oral Tablet,295,219
procedure,236974004,http://snomed.info/sct,Instrumental delivery (procedure),227,218
procedure,390791001,http://snomed.info/sct,Referral for echocardiography (procedure),552,215
condition,876882001,http://snomed.info/sct,Died in hospice (finding),215,215
condition,68962001,http://snomed.info/sct,Muscle pain (finding),213,213
condition,57676002,http://snomed.info/sct,Joint pain,213,213
procedure,D1701,http://www.ada.org/cdt,Pfizer-BioNTech Covid-19 vaccine administration - first dose,222,213
condition,35999006,http://snomed.info/sct,Blighted ovum (disorder),220,212
procedure,D7251,http://www.ada.org/cdt,coronectomy  intentional partial tooth removal impacted teeth only,269,211
medication_request,351109,http://www.nlm.nih.gov/research/umls/rxnorm,budesonide 0.25 MG/ML Inhalation Suspension,4628,210
procedure,65546002,http://snomed.info/sct,Extraction of wisdom tooth (procedure),1069,209
procedure,305351004,http://snomed.info/sct,Admission to intensive care unit (procedure),266,209
procedure,D7260,http://www.ada.org/cdt,oroantral fistula closure,269,207
medication_request,308971,http://www.nlm.nih.gov/research/umls/rxnorm,carbamazepine 20 MG/ML Oral Suspension [Tegretol],293,207
procedure,D7261,http://www.ada.org/cdt,primary closure of a sinus perforation,261,206
procedure,D0270,http://www.ada.org/cdt,bitewing  single radiographic image,210,206
condition,83664006,http://snomed.info/sct,Idiopathic atrophic hypothyroidism (disorder),202,202
condition,S02.5XXA,http://hl7.org/fhir/sid/icd-10,"Fracture of tooth (traumatic), initial encounter for closed fracture",209,202
medication_request,966222,http://www.nlm.nih.gov/research/umls/rxnorm,Levothyroxine Sodium 0.075 MG Oral Tablet,202,202
observation,88040-1,http://loinc.org,Response to cancer treatment,741,202
medication_request,866924,http://www.nlm.nih.gov/research/umls/rxnorm,metoprolol tartrate 25 MG Oral Tablet,199,199
medication_request,204892,http://www.nlm.nih.gov/research/umls/rxnorm,clonazePAM 0.25 MG Oral Tablet,297,198
procedure,D2934,http://www.ada.org/cdt,prefabricated esthetic coated stainless steel crown  primary tooth,203,198
procedure,228557008,http://snomed.info/sct,Cognitive and behavioral therapy (regime/therapy),2559,198
condition,718052004,http://snomed.info/sct,Asymptomatic periapical periodontitis,198,197
medication_request,198014,http://www.nlm.nih.gov/research/umls/rxnorm,Naproxen 500 MG Oral Tablet,210,197
condition,C09.9,http://hl7.org/fhir/sid/icd-10,"Malignant neoplasm of tonsil, unspecified",200,196
condition,K03.6,http://hl7.org/fhir/sid/icd-10,Deposits [accretions] on teeth,201,194
procedure,D5120,http://www.ada.org/cdt,complete denture  mandibular,227,193
condition,C76.0,http://hl7.org/fhir/sid/icd-10,"Malignant neoplasm of head, face and neck",191,190
condition,109838007,http://snomed.info/sct,Overlapping malignant neoplasm of colon (disorder),189,189
procedure,D5986,http://www.ada.org/cdt,fluoride gel carrier,201,188
condition,7200002,http://snomed.info/sct,Alcoholism (disorder),187,187
procedure,448337001,http://snomed.info/sct,Telemedicine consultation with patient (procedure),203,187
procedure,D9215,http://www.ada.org/cdt,local anesthesia in conjunction with operative or surgical procedures,193,187
condition,267102003,http://snomed.info/sct,Sore throat (finding),186,186
condition,363406005,http://snomed.info/sct,Malignant neoplasm of colon (disorder),186,186
procedure,367494004,http://snomed.info/sct,Premature birth of newborn (finding),191,186
procedure,430701006,http://snomed.info/sct,Resuscitation using intravenous fluid (procedure),379,185
observation,32693-4,http://loinc.org,Lactate [Moles/volume] in Blood,379,185
observation,8478-0,http://loinc.org,Mean blood pressure,184,184
observation,88262-1,http://loinc.org,Gram positive blood culture panel by Probe in Positive blood culture,184,184
condition,Z51.0,http://hl7.org/fhir/sid/icd-10,Encounter for antineoplastic radiation therapy,185,184
diagnostic_report,600-7,http://loinc.org,Bacteria identified in Blood by Culture,184,184
observation,44963-7,http://loinc.org,Capillary refill [Time] of Nail bed,184,184
condition,M27.8,http://hl7.org/fhir/sid/icd-10,Other specified diseases of jaws,186,183
condition,66569006,http://snomed.info/sct,Retained dental root,183,182
medication_request,617310,http://www.nlm.nih.gov/research/umls/rxnorm,atorvastatin 20 MG Oral Tablet,181,181
allergy,256355007,http://snomed.info/sct,Glycine max (substance),179,179
procedure,D9239,http://www.ada.org/cdt,intravenous moderate (conscious) sedation/analgesia- first 15 minutes,190,178
condition,C41.1,http://hl7.org/fhir/sid/icd-10,Malignant neoplasm of mandible,183,178
procedure,D9920,http://www.ada.org/cdt,"behavior management, by report",189,178
condition,K02.7,http://hl7.org/fhir/sid/icd-10,Dental root caries,180,177
procedure,76164006,http://snomed.info/sct,Biopsy of colon (procedure),180,176
condition,C02.9,http://hl7.org/fhir/sid/icd-10,"Malignant neoplasm of tongue, unspecified",178,175
procedure,D7880,http://www.ada.org/cdt,occlusal orthotic device by report,193,174
condition,76571007,http://snomed.info/sct,Septic shock (disorder),170,170
condition,K02.53,http://hl7.org/fhir/sid/icd-10,Dental caries on pit and fissure surface penetrating into pulp,170,170
condition,25064002,http://snomed.info/sct,Headache (finding),170,170
condition,C32.9,http://hl7.org/fhir/sid/icd-10,"Malignant neoplasm of larynx, unspecified",172,169
condition,90560007,http://snomed.info/sct,Gout,169,169
medication_request,866427,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,169,169
condition,K04.4,http://hl7.org/fhir/sid/icd-10,Acute apical periodontitis of pulpal origin,170,168
medication_request,197511,http://www.nlm.nih.gov/research/umls/rxnorm,ciprofloxacin 250 MG Oral Tablet,174,168
medication_request,749882,http://www.nlm.nih.gov/research/umls/rxnorm,{7 (inert ingredients 1 MG Oral Tablet) / 21 (mestranol 0.05 MG / norethindrone 1 MG Oral Tablet) } Pack [Norinyl 1+50 28 Day],271,168
condition,K04.90,http://hl7.org/fhir/sid/icd-10,Unspecified diseases of pulp and periapical tissues,171,167
condition,367498001,http://snomed.info/sct,Seasonal allergic rhinitis (disorder),167,167
medication_request,2563431,http://www.nlm.nih.gov/research/umls/rxnorm,aspirin 81 MG Oral Capsule [Vazalore],5514,165
procedure,180178009,http://snomed.info/sct,Continuous subcutaneous infusion of insulin (procedure),165,165
procedure,449214001,http://snomed.info/sct,Transfer to stepdown unit (procedure),228,165
procedure,698560000,http://snomed.info/sct,Referral to sleep apnea clinic (procedure),275,161
